Run_ID,Livetime_sec,Gate_Event_Count,Gate_Event_Rate_Hz,Cathode_Event_Count,Cathode_Event_Rate_Hz,S1_Only_Heavy_Count,S1_Only_Heavy_Rate_Hz,S2_Only_SE_Count,S2_Only_SE_Rate_Hz,Wall_Event_Count,Wall_Event_Rate_Hz
062710,2278.949,1541,0.676188892335897,1080,0.4739026630258071,29,0.01272516409976704,37,0.0162355541962545,29,0.01272516409976704
064346,1426.816,930,0.6518009329864537,585,0.41000381268502734,125,0.0876076522831255,248,0.173813582129721,1734,1.215293352471517
064858,2607.219,1654,0.6343924311689966,993,0.3808655889666346,262,0.10049021581999824,492,0.1887068174940425,3023,1.1594729863505904
058567,1323.415,944,0.7133061057944787,572,0.43221514037546804,127,0.09596385109735042,240,0.18134900994774883,1506,1.137965037422124
057437,5226.635,3418,0.6539580437509028,2220,0.4247474713654196,140,0.026785876572594028,153,0.029273136540049188,64,0.012244972147471556
057398,10803.543,7190,0.665522412416001,4735,0.43828214503334695,293,0.027120732522654838,318,0.029434788198649278,173,0.016013265277881526
063455,1215.453,791,0.6507861677909389,487,0.4006736582985932,110,0.09050123698736191,223,0.18347068952892462,1391,1.1444292786310948
062731,903.125,598,0.6621453287197232,432,0.4783391003460208,14,0.015501730103806228,16,0.017716262975778548,16,0.017716262975778548
064366,1478.991,954,0.6450343511218121,580,0.3921592491096971,191,0.12914209755164163,343,0.23191486628383812,1727,1.167687971055943
061451,1930.339,1264,0.6548072644235028,854,0.4424093384633476,189,0.09791026343041301,388,0.20100096407936638,2290,1.1863201230457447
064897,2291.381,1450,0.6328061548908716,901,0.3932126521080519,239,0.10430391104752985,440,0.19202393665654033,2654,1.1582534724692228
062377,1292.382,892,0.6901984088295875,524,0.40545287693576665,153,0.1183860499449853,278,0.21510667898500596,1528,1.1823129693852126
058579,1168.056,715,0.6121281856349353,502,0.42977391494928324,139,0.11900114378077763,240,0.20546960077256568,1347,1.153198134336025
063472,1194.971,831,0.6954143657042723,486,0.40670443048408705,129,0.10795241056059102,214,0.1790838438757091,1362,1.1397766138257748
061604,1361.869,921,0.6762764994283592,567,0.4163396038826055,142,0.10426847222456787,279,0.20486551937080588,1616,1.1866045853162088
064385,1455.292,953,0.6548513975202228,579,0.3978582992279213,159,0.10925642414030999,315,0.21645140631570847,1671,1.1482231744557108
064938,1552.499,1032,0.6647347276874253,571,0.3677941177417828,191,0.1230274544460254,333,0.21449289178286104,1745,1.1239942827660436
062389,1295.571,875,0.6753778835741152,551,0.4252951015421,142,0.10960418224859927,253,0.1952806909077156,1550,1.196383679474147
062742,1383.212,878,0.6347544700306244,588,0.4250975266264318,191,0.13808440065586475,345,0.24941946715326357,1703,1.2311923262666895
062762,1935.751,1202,0.620947632210961,781,0.40346098232675587,191,0.09866971526813108,427,0.220586222091581,2313,1.1948850859433884
064406,1570.829,960,0.6111422694640856,626,0.3985156882130391,164,0.10440347103344795,296,0.18843553308475972,1862,1.1853613601480493
064978,2263.558,1443,0.6374919485164506,890,0.39318630227279355,246,0.10867846107764856,450,0.19880206294691807,2578,1.1389149295047885
063492,1179.605,763,0.6468266919858766,462,0.39165652909236565,125,0.10596767562022881,246,0.20854438562061028,1314,1.1139322061198451
061726,2376.423,1487,0.6257303518775909,968,0.4073348894536032,270,0.11361613652114966,468,0.1969346366366594,2838,1.1942318349889731
062401,1319.085,824,0.6246754378982401,572,0.4336339204827589,143,0.10840848012068972,301,0.22818847913515808,1567,1.1879446737700754
